Patient_ID	Signal_Name	Lead_Index	Lead_Name	Segment_Index	LogEn	ShaEn	CorrDim
ecg_db_patient_01	s0010_re	4	s0010_re_L4	1	-1512.52087783812	8.75524431308595	0.0475735461225727
ecg_db_patient_01	s0010_re	4	s0010_re_L4	2	-10732.1734040222	10.6313604742474	0.155750612358274
ecg_db_patient_01	s0010_re	4	s0010_re_L4	3	-15484.5432907175	10.1626239651529	0.206464483220121
ecg_db_patient_01	s0010_re	4	s0010_re_L4	4	-15741.4673537687	10.1420574674176	0.205984697356127
ecg_db_patient_01	s0010_re	4	s0010_re_L4	5	-17340.9570405037	10.0624562997703	0.268222519633343
ecg_db_patient_01	s0010_re	4	s0010_re_L4	6	-14451.4731017485	10.2893725820337	0.185271584050908
ecg_db_patient_01	s0010_re	5	s0010_re_L5	1	2572.84688053539	11.1875314233645	0.0418878311153759
ecg_db_patient_01	s0010_re	5	s0010_re_L5	2	-7997.53319245723	10.8265706824336	0.137228857857125
ecg_db_patient_01	s0010_re	5	s0010_re_L5	3	-15008.6697907801	10.1589647238227	0.216194035504154
ecg_db_patient_01	s0010_re	5	s0010_re_L5	4	-17190.8318260848	9.95034948770645	0.240470695184465
ecg_db_patient_01	s0010_re	5	s0010_re_L5	5	-20049.1012461329	9.75028585888296	0.326772051210828
ecg_db_patient_01	s0010_re	5	s0010_re_L5	6	-17958.7859516241	9.92400972541065	0.253524910987096
ecg_db_patient_01	s0010_re	6	s0010_re_L6	1	-10335.1166707773	10.2534434597341	0.123416580389384
ecg_db_patient_01	s0010_re	6	s0010_re_L6	2	-14666.4242839048	9.7429473150132	0.203163051438095
ecg_db_patient_01	s0010_re	6	s0010_re_L6	3	-15003.8764997667	9.68933840533177	0.236137976313729
ecg_db_patient_01	s0010_re	6	s0010_re_L6	4	-14661.7222369142	9.63575893255096	0.254775384459988
ecg_db_patient_01	s0010_re	6	s0010_re_L6	5	-14487.4527133926	9.71481654014104	0.251529001792884
ecg_db_patient_01	s0010_re	6	s0010_re_L6	6	-13699.5077400257	9.88655173849398	0.205372086563471
ecg_db_patient_01	s0010_re	7	s0010_re_L7	1	5833.2890592816	11.131516820277	0.0275977879346481
ecg_db_patient_01	s0010_re	7	s0010_re_L7	2	-6282.42492186399	11.0380244385826	0.113610262367112
ecg_db_patient_01	s0010_re	7	s0010_re_L7	3	-13636.8622256004	10.3461833334815	0.175724350395192
ecg_db_patient_01	s0010_re	7	s0010_re_L7	4	-15569.0815544625	10.1359168378657	0.204352415343047
ecg_db_patient_01	s0010_re	7	s0010_re_L7	5	-17674.918453075	10.0382131899825	0.252895128910886
ecg_db_patient_01	s0010_re	7	s0010_re_L7	6	-13562.8844558551	10.3081457152359	0.207792732506755
ecg_db_patient_01	s0010_re	8	s0010_re_L8	1	2113.66151928121	11.160256556996	0.0437943486275599
ecg_db_patient_01	s0010_re	8	s0010_re_L8	2	-8661.73676112314	10.7849802459852	0.141518143481225
ecg_db_patient_01	s0010_re	8	s0010_re_L8	3	-15558.8069134538	10.0993064685229	0.220943915557688
ecg_db_patient_01	s0010_re	8	s0010_re_L8	4	-17078.294549434	9.90366824560389	0.250491149213404
ecg_db_patient_01	s0010_re	8	s0010_re_L8	5	-18792.7458731038	9.8874694307685	0.306325092800687
ecg_db_patient_01	s0010_re	8	s0010_re_L8	6	-13860.2728329816	10.3053242685532	0.219054064291306
ecg_db_patient_01	s0010_re	9	s0010_re_L9	1	-11596.3102259313	10.0875899435565	0.155598595995051
ecg_db_patient_01	s0010_re	9	s0010_re_L9	2	-14513.1094676856	9.71636504461291	0.212598166712962
ecg_db_patient_01	s0010_re	9	s0010_re_L9	3	-14832.0139587846	9.68578356498496	0.239188404333224
ecg_db_patient_01	s0010_re	9	s0010_re_L9	4	-14818.5522652803	9.64314305642167	0.254442564581703
ecg_db_patient_01	s0010_re	9	s0010_re_L9	5	-14119.9790384727	9.74353148869863	0.248156864725638
ecg_db_patient_01	s0010_re	9	s0010_re_L9	6	-12855.7139255221	10.0117667200935	0.196580389384106
ecg_db_patient_01	s0010_re	10	s0010_re_L10	1	2847.399602357	10.176134701042	0.0352829474003182
ecg_db_patient_01	s0010_re	10	s0010_re_L10	2	-8166.35978960098	10.8708913458936	0.131437084922098
ecg_db_patient_01	s0010_re	10	s0010_re_L10	3	-14270.1135865288	10.244694518073	0.187192747657887
ecg_db_patient_01	s0010_re	10	s0010_re_L10	4	-15559.7050708869	10.1164297926105	0.208516956642509
ecg_db_patient_01	s0010_re	10	s0010_re_L10	5	-18025.719378089	9.98169056782351	0.252894623873134
ecg_db_patient_01	s0010_re	10	s0010_re_L10	6	-16751.2834582293	10.1492101370306	0.2219115678897
ecg_db_patient_01	s0010_re	11	s0010_re_L11	1	-4341.23221909733	8.45063347467011	0.0660963106992248
ecg_db_patient_01	s0010_re	11	s0010_re_L11	2	-13390.1272646963	10.3565080621647	0.187175071336582
ecg_db_patient_01	s0010_re	11	s0010_re_L11	3	-17593.3384961284	9.92051225864703	0.249947223554961
ecg_db_patient_01	s0010_re	11	s0010_re_L11	4	-17484.1345044719	9.89047200200819	0.2541526729123
ecg_db_patient_01	s0010_re	11	s0010_re_L11	5	-19204.6875529733	9.84134592367783	0.313768339183354
ecg_db_patient_01	s0010_re	11	s0010_re_L11	6	-15829.2372996973	10.0956941016349	0.241805004924118
ecg_db_patient_01	s0010_re	12	s0010_re_L12	1	-14211.4175816786	8.98756354472259	0.153814297618747
ecg_db_patient_01	s0010_re	12	s0010_re_L12	2	-14783.8575027011	9.62951860371282	0.255154162773667
ecg_db_patient_01	s0010_re	12	s0010_re_L12	3	-15794.3514500563	9.62886965186593	0.275269816418777
ecg_db_patient_01	s0010_re	12	s0010_re_L12	4	-14678.8700609654	9.63693721256633	0.250044695841014
ecg_db_patient_01	s0010_re	12	s0010_re_L12	5	-14923.109713435	9.66801114414979	0.254012777455115
ecg_db_patient_01	s0010_re	12	s0010_re_L12	6	-14092.9123348689	9.74042670183527	0.242675690007828
ecg_db_patient_01	s0010_re	13	s0010_re_L13	1	8897.04925881902	11.4439224322907	0.0210620943915558
ecg_db_patient_01	s0010_re	13	s0010_re_L13	2	-3772.10025961438	11.1980761231885	0.0948758869725512
ecg_db_patient_01	s0010_re	13	s0010_re_L13	3	-12642.1830603765	10.4943596134933	0.167070528522007
ecg_db_patient_01	s0010_re	13	s0010_re_L13	4	-15760.0464722868	10.1715451411131	0.200750486098836
ecg_db_patient_01	s0010_re	13	s0010_re_L13	5	-18404.4045867942	9.96553758216236	0.263451427994243
ecg_db_patient_01	s0010_re	13	s0010_re_L13	6	-16310.5132793112	10.1423705358682	0.222901441882781
ecg_db_patient_01	s0010_re	14	s0010_re_L14	1	4893.46763186907	11.3798103395473	0.0348960884826141
ecg_db_patient_01	s0010_re	14	s0010_re_L14	2	-6290.23010373417	10.9742007966505	0.120791899194465
ecg_db_patient_01	s0010_re	14	s0010_re_L14	3	-14369.1716393573	10.217285279315	0.209119466680134
ecg_db_patient_01	s0010_re	14	s0010_re_L14	4	-17345.8715487389	9.91116466429776	0.245055932930987
ecg_db_patient_01	s0010_re	14	s0010_re_L14	5	-16633.9376988723	10.0037402818906	0.289883588798263
ecg_db_patient_01	s0010_re	14	s0010_re_L14	6	-10388.9411902961	10.6260986638483	0.180863109517436
ecg_db_patient_01	s0010_re	15	s0010_re_L15	1	-13484.9770559521	9.87394444864602	0.144769576525845
ecg_db_patient_01	s0010_re	15	s0010_re_L15	2	-14528.8564013918	9.67098950613925	0.231809297745006
ecg_db_patient_01	s0010_re	15	s0010_re_L15	3	-15519.8167323989	9.64766093269436	0.258279841418146
ecg_db_patient_01	s0010_re	15	s0010_re_L15	4	-14646.2907578208	9.63282923369498	0.249226534683468
ecg_db_patient_01	s0010_re	15	s0010_re_L15	5	-15874.2569853476	9.65216331597169	0.252006767505871
ecg_db_patient_01	s0010_re	15	s0010_re_L15	6	-14453.371711707	9.6285105465175	0.22929471477993
ecg_db_patient_01	s0014lre	1	s0014lre_L1	1	-31305.2391851812	9.47480452362959	0.71952122421151
ecg_db_patient_01	s0014lre	1	s0014lre_L1	2	-31355.5596331752	9.47897471732638	0.743852427968991
ecg_db_patient_01	s0014lre	1	s0014lre_L1	3	-31440.1494076917	9.48785736874441	0.741515618292467
ecg_db_patient_01	s0014lre	1	s0014lre_L1	4	-30951.9150993187	9.46895865999735	0.741545920557562
ecg_db_patient_01	s0014lre	1	s0014lre_L1	5	-31102.5112441671	9.45561873913027	0.742953965808944
ecg_db_patient_01	s0014lre	1	s0014lre_L1	6	-31242.8425480175	9.49649258665283	0.737687937173304
ecg_db_patient_01	s0014lre	1	s0014lre_L1	7	-31149.5615027327	9.46764597122445	0.741890861341885
ecg_db_patient_01	s0014lre	1	s0014lre_L1	8	-31446.4985716961	9.46119527587527	0.740611600717154
ecg_db_patient_01	s0014lre	1	s0014lre_L1	9	-31487.2948518726	9.48514523220435	0.744397868740688
ecg_db_patient_01	s0014lre	1	s0014lre_L1	10	-31633.5934641402	9.47831033253241	0.739965152395141
ecg_db_patient_01	s0014lre	1	s0014lre_L1	11	-31552.3620906519	9.46378762899966	0.737749551778995
ecg_db_patient_01	s0014lre	1	s0014lre_L1	12	-31235.312941544	9.5175406739894	0.739812630994167
ecg_db_patient_01	s0014lre	1	s0014lre_L1	13	-31309.7962899394	9.4858494918825	0.741976717759653
ecg_db_patient_01	s0014lre	1	s0014lre_L1	14	-31738.9780588018	9.45998355160672	0.749278553571879
ecg_db_patient_01	s0014lre	1	s0014lre_L1	15	-31549.1022150582	9.40358527248679	0.745581172192621
ecg_db_patient_01	s0014lre	1	s0014lre_L1	16	-32274.4486674058	9.41828252270326	0.739031337592485
ecg_db_patient_01	s0014lre	1	s0014lre_L1	17	-31877.3527593888	9.51018516662246	0.739734350142673
ecg_db_patient_01	s0014lre	1	s0014lre_L1	18	-31768.2592263946	9.45666853835881	0.739453549152799
ecg_db_patient_01	s0014lre	2	s0014lre_L2	1	-40782.0159931165	9.83263547326102	0.654212772404737
ecg_db_patient_01	s0014lre	2	s0014lre_L2	2	-41835.9174191143	9.54716317998082	0.793578444988763
ecg_db_patient_01	s0014lre	2	s0014lre_L2	3	-42213.7108369798	9.53427930267743	0.790027019519709
ecg_db_patient_01	s0014lre	2	s0014lre_L2	4	-42653.9687342157	9.51896345413256	0.799185879144466
ecg_db_patient_01	s0014lre	2	s0014lre_L2	5	-41719.3024923544	9.54961861752674	0.793198151561829
ecg_db_patient_01	s0014lre	2	s0014lre_L2	6	-41942.6608504261	9.53062313426126	0.790678518219237
ecg_db_patient_01	s0014lre	2	s0014lre_L2	7	-42100.9915043823	9.54292034059517	0.800773717835408
ecg_db_patient_01	s0014lre	2	s0014lre_L2	8	-41734.5804174868	9.54223980911129	0.797325320067675
ecg_db_patient_01	s0014lre	2	s0014lre_L2	9	-42337.707789048	9.57966492343111	0.793809247241231
ecg_db_patient_01	s0014lre	2	s0014lre_L2	10	-41889.0959274858	9.56137295716026	0.800367162445393
ecg_db_patient_01	s0014lre	2	s0014lre_L2	11	-41276.964855193	9.54638626431597	0.80213984495341
ecg_db_patient_01	s0014lre	2	s0014lre_L2	12	-41022.6256340532	9.59224545982364	0.789579051034065
ecg_db_patient_01	s0014lre	2	s0014lre_L2	13	-42136.9789725011	9.52969853075406	0.795064266053888
ecg_db_patient_01	s0014lre	2	s0014lre_L2	14	-42267.3221967418	9.53535538774695	0.794041564606954
ecg_db_patient_01	s0014lre	2	s0014lre_L2	15	-42010.1680837896	9.51805303648172	0.791221433802177
ecg_db_patient_01	s0014lre	2	s0014lre_L2	16	-40863.7140930313	9.62632382925188	0.784271104265044
ecg_db_patient_01	s0014lre	2	s0014lre_L2	17	-41383.1309679891	9.6158771554151	0.777355622332769
ecg_db_patient_01	s0014lre	2	s0014lre_L2	18	-41669.9771536579	9.55092964436897	0.795352642610035
ecg_db_patient_01	s0014lre	3	s0014lre_L3	1	-32784.25195809	9.10063057400822	0.687882124188783
ecg_db_patient_01	s0014lre	3	s0014lre_L3	2	-33011.7089166762	8.86049003118367	0.845313502184288
ecg_db_patient_01	s0014lre	3	s0014lre_L3	3	-33696.6437545297	8.86280655671766	0.849155829398248
ecg_db_patient_01	s0014lre	3	s0014lre_L3	4	-33146.041178331	8.85999144453169	0.846505391277998
ecg_db_patient_01	s0014lre	3	s0014lre_L3	5	-33516.9835514942	8.85514143548836	0.850981035832428
ecg_db_patient_01	s0014lre	3	s0014lre_L3	6	-33404.6708550146	8.87195408041223	0.846536703618595
ecg_db_patient_01	s0014lre	3	s0014lre_L3	7	-33855.2605010631	8.86279480354781	0.848805333198657
ecg_db_patient_01	s0014lre	3	s0014lre_L3	8	-33439.2334901785	8.86267991860234	0.851938082371657
ecg_db_patient_01	s0014lre	3	s0014lre_L3	9	-33418.4353117353	8.86194082220609	0.84622964066564
ecg_db_patient_01	s0014lre	3	s0014lre_L3	10	-33292.340277215	8.85589536519825	0.844866543774147
ecg_db_patient_01	s0014lre	3	s0014lre_L3	11	-33540.8933412576	8.85707687668012	0.846511451731017
ecg_db_patient_01	s0014lre	3	s0014lre_L3	12	-33553.1659630076	8.87452848838804	0.83815913739552
ecg_db_patient_01	s0014lre	3	s0014lre_L3	13	-33424.1864601671	8.88971218884796	0.831866367010934
ecg_db_patient_01	s0014lre	3	s0014lre_L3	14	-33191.855880897	8.87580539435523	0.85035175879397
ecg_db_patient_01	s0014lre	3	s0014lre_L3	15	-33651.0374884696	8.88313445239777	0.835162748415444
ecg_db_patient_01	s0014lre	3	s0014lre_L3	16	-33275.4793235695	8.82456163194901	0.849850256306659
ecg_db_patient_01	s0014lre	3	s0014lre_L3	17	-33499.6756260793	8.85361986349704	0.84562561551476
ecg_db_patient_01	s0014lre	3	s0014lre_L3	18	-33150.301985339	8.92361180406065	0.840543420620691
ecg_db_patient_01	s0014lre	4	s0014lre_L4	1	-31188.097349293	9.47892453702425	0.718458119744451
ecg_db_patient_01	s0014lre	4	s0014lre_L4	2	-31560.5721496965	9.45273972791602	0.74585389257847
ecg_db_patient_01	s0014lre	4	s0014lre_L4	3	-31298.8074848949	9.50230458062329	0.737477336430898
ecg_db_patient_01	s0014lre	4	s0014lre_L4	4	-31014.3055858134	9.46915763433407	0.744996338476301
ecg_db_patient_01	s0014lre	4	s0014lre_L4	5	-31332.7449867849	9.44753408894198	0.745144819575263
ecg_db_patient_01	s0014lre	4	s0014lre_L4	6	-31274.9213734888	9.50574449967054	0.739263149920457
ecg_db_patient_01	s0014lre	4	s0014lre_L4	7	-31284.2025783378	9.46524632102344	0.740209085629151
ecg_db_patient_01	s0014lre	4	s0014lre_L4	8	-31466.9857629836	9.46517853801768	0.738455594555693
ecg_db_patient_01	s0014lre	4	s0014lre_L4	9	-31399.2130289288	9.46644735741616	0.740980278275801
ecg_db_patient_01	s0014lre	4	s0014lre_L4	10	-31689.583127295	9.49340487470305	0.73784096361203
ecg_db_patient_01	s0014lre	4	s0014lre_L4	11	-31245.205366566	9.46589493312051	0.737904093330977
ecg_db_patient_01	s0014lre	4	s0014lre_L4	12	-31457.9240115251	9.51574313999119	0.741880255549102
ecg_db_patient_01	s0014lre	4	s0014lre_L4	13	-31335.4605685272	9.49070980141905	0.742893361278756
ecg_db_patient_01	s0014lre	4	s0014lre_L4	14	-32093.6965480613	9.44313709773678	0.748636650589632
ecg_db_patient_01	s0014lre	4	s0014lre_L4	15	-31720.2114541917	9.40074348411598	0.750016918764678
ecg_db_patient_01	s0014lre	4	s0014lre_L4	16	-32402.0848044623	9.41346798485228	0.73492033029469
ecg_db_patient_01	s0014lre	4	s0014lre_L4	17	-32000.4475156922	9.50285637174843	0.73949243705967
ecg_db_patient_01	s0014lre	4	s0014lre_L4	18	-31534.6632281027	9.48625238516127	0.738799525264514
ecg_db_patient_01	s0014lre	5	s0014lre_L5	1	-40791.5876863639	9.83141669634386	0.655358703063054
ecg_db_patient_01	s0014lre	5	s0014lre_L5	2	-41750.2837896078	9.55138283312558	0.794428423524658
ecg_db_patient_01	s0014lre	5	s0014lre_L5	3	-42236.8064393995	9.53651809301033	0.789153809247241
ecg_db_patient_01	s0014lre	5	s0014lre_L5	4	-42576.6136397771	9.51591910448655	0.797675311229514
ecg_db_patient_01	s0014lre	5	s0014lre_L5	5	-41833.4213777683	9.536703971983	0.79346834675892
ecg_db_patient_01	s0014lre	5	s0014lre_L5	6	-42224.802662165	9.51330903384083	0.791333047145274
ecg_db_patient_01	s0014lre	5	s0014lre_L5	7	-42044.6112390169	9.54149079054954	0.80058483371632
ecg_db_patient_01	s0014lre	5	s0014lre_L5	8	-41904.4206155137	9.54961883354789	0.795700108583117
ecg_db_patient_01	s0014lre	5	s0014lre_L5	9	-42337.8493940563	9.57469087052173	0.797437943486276
ecg_db_patient_01	s0014lre	5	s0014lre_L5	10	-41811.006723441	9.57342920481906	0.801994394080958
ecg_db_patient_01	s0014lre	5	s0014lre_L5	11	-41460.9395057115	9.55065163223707	0.80088684629176
ecg_db_patient_01	s0014lre	5	s0014lre_L5	12	-41406.9081488771	9.59159492242677	0.78983763036287
ecg_db_patient_01	s0014lre	5	s0014lre_L5	13	-42039.6610394198	9.53926867346775	0.79611575465266
ecg_db_patient_01	s0014lre	5	s0014lre_L5	14	-42129.0181700609	9.52801336736729	0.793530971440115
ecg_db_patient_01	s0014lre	5	s0014lre_L5	15	-41912.6371646147	9.51250671797949	0.79027145779147
ecg_db_patient_01	s0014lre	5	s0014lre_L5	16	-41359.1897519447	9.61041289247778	0.786882654478422
ecg_db_patient_01	s0014lre	5	s0014lre_L5	17	-41213.5124230529	9.62601193999398	0.776148582106512
ecg_db_patient_01	s0014lre	5	s0014lre_L5	18	-41614.8083086886	9.53521261929811	0.796671801217141
ecg_db_patient_01	s0014lre	6	s0014lre_L6	1	-32696.1675527412	9.10244833807181	0.688432110300245
ecg_db_patient_01	s0014lre	6	s0014lre_L6	2	-32958.0096540143	8.85484684976544	0.84558066715487
ecg_db_patient_01	s0014lre	6	s0014lre_L6	3	-33707.9307254617	8.86004423140681	0.848696750082069
ecg_db_patient_01	s0014lre	6	s0014lre_L6	4	-33173.0011236083	8.86807993184914	0.844536249084619
ecg_db_patient_01	s0014lre	6	s0014lre_L6	5	-33533.7905146874	8.85541627644586	0.851607282644378
ecg_db_patient_01	s0014lre	6	s0014lre_L6	6	-33397.5187706389	8.8762016385611	0.847007903840812
ecg_db_patient_01	s0014lre	6	s0014lre_L6	7	-33872.4110095472	8.85746938893825	0.849038155602131
ecg_db_patient_01	s0014lre	6	s0014lre_L6	8	-33391.2191758752	8.86528716793686	0.849972980480291
ecg_db_patient_01	s0014lre	6	s0014lre_L6	9	-33376.9751161341	8.86998548836074	0.844389788136663
ecg_db_patient_01	s0014lre	6	s0014lre_L6	10	-33269.8296390105	8.8621013650857	0.843864043837277
ecg_db_patient_01	s0014lre	6	s0014lre_L6	11	-33476.8858715529	8.85936569697227	0.8462811545163
ecg_db_patient_01	s0014lre	6	s0014lre_L6	12	-33443.8304066775	8.87103674212281	0.840855028913411
ecg_db_patient_01	s0014lre	6	s0014lre_L6	13	-33396.2280374223	8.89187131649694	0.831618393474912
ecg_db_patient_01	s0014lre	6	s0014lre_L6	14	-33266.8343579434	8.87032583601134	0.850643165576627
ecg_db_patient_01	s0014lre	6	s0014lre_L6	15	-33600.2570248101	8.88435498465801	0.835518294992551
ecg_db_patient_01	s0014lre	6	s0014lre_L6	16	-33306.6904998747	8.82764597987007	0.847182141865104
ecg_db_patient_01	s0014lre	6	s0014lre_L6	17	-33447.8096832627	8.84842921797213	0.848063432741597
ecg_db_patient_01	s0014lre	6	s0014lre_L6	18	-33163.5453188799	8.92493399383184	0.841718138430848
ecg_db_patient_01	s0014lre	7	s0014lre_L7	1	-31001.0459592689	9.4923051808073	0.715659705562991
ecg_db_patient_01	s0014lre	7	s0014lre_L7	2	-31197.2985963523	9.45848633867693	0.742643367591727
ecg_db_patient_01	s0014lre	7	s0014lre_L7	3	-31049.3531339263	9.50391296149904	0.73422640842403
ecg_db_patient_01	s0014lre	7	s0014lre_L7	4	-30950.8294847461	9.47032592219782	0.748196257670261
ecg_db_patient_01	s0014lre	7	s0014lre_L7	5	-31419.3220942112	9.45289803613775	0.745623595363753
ecg_db_patient_01	s0014lre	7	s0014lre_L7	6	-31342.0155247693	9.51019335556052	0.741399964647357
ecg_db_patient_01	s0014lre	7	s0014lre_L7	7	-31258.0282191222	9.45435453370945	0.739988384131714
ecg_db_patient_01	s0014lre	7	s0014lre_L7	8	-31545.5494519136	9.46505421490442	0.74137824802404
ecg_db_patient_01	s0014lre	7	s0014lre_L7	9	-31643.0589566962	9.4619554911359	0.738698012676448
ecg_db_patient_01	s0014lre	7	s0014lre_L7	10	-31503.8902092443	9.47220420286011	0.741489356329386
ecg_db_patient_01	s0014lre	7	s0014lre_L7	11	-31247.7661495554	9.45915579592921	0.737801570667407
ecg_db_patient_01	s0014lre	7	s0014lre_L7	12	-31626.9693728743	9.51603300155898	0.740263629706321
ecg_db_patient_01	s0014lre	7	s0014lre_L7	13	-31378.9459675027	9.47940858341766	0.744538774273377
ecg_db_patient_01	s0014lre	7	s0014lre_L7	14	-32020.578611803	9.43719469000231	0.748116461705512
ecg_db_patient_01	s0014lre	7	s0014lre_L7	15	-31425.9159945009	9.41092258525766	0.746734678417212
ecg_db_patient_01	s0014lre	7	s0014lre_L7	16	-32586.6279262639	9.41505733978071	0.735251635059721
ecg_db_patient_01	s0014lre	7	s0014lre_L7	17	-31777.3192825112	9.49410681034028	0.740478270750739
ecg_db_patient_01	s0014lre	7	s0014lre_L7	18	-31533.7010238906	9.48342610171946	0.734700638872756
ecg_db_patient_01	s0014lre	8	s0014lre_L8	1	-40778.6105013712	9.82619886690807	0.657020782303477
ecg_db_patient_01	s0014lre	8	s0014lre_L8	2	-41468.456775225	9.567055733283	0.792436049594707
ecg_db_patient_01	s0014lre	8	s0014lre_L8	3	-41926.7850248649	9.53072022273885	0.791156788969976
ecg_db_patient_01	s0014lre	8	s0014lre_L8	4	-42476.8893537664	9.5201661441196	0.794352162824171
ecg_db_patient_01	s0014lre	8	s0014lre_L8	5	-41843.7311736672	9.5307962888336	0.793136031918386
ecg_db_patient_01	s0014lre	8	s0014lre_L8	6	-42363.9730128234	9.51457827956207	0.790489634100149
ecg_db_patient_01	s0014lre	8	s0014lre_L8	7	-41954.8191866434	9.53168297433589	0.801949950758819
ecg_db_patient_01	s0014lre	8	s0014lre_L8	8	-42011.00235475	9.55076584161084	0.795871316380899
ecg_db_patient_01	s0014lre	8	s0014lre_L8	9	-41959.7135524253	9.569750518742	0.799075780914623
ecg_db_patient_01	s0014lre	8	s0014lre_L8	10	-41710.8346669391	9.5798469747569	0.801095426883159
ecg_db_patient_01	s0014lre	8	s0014lre_L8	11	-41592.6778465521	9.54181157131154	0.801201989848741
ecg_db_patient_01	s0014lre	8	s0014lre_L8	12	-41663.5122100611	9.58180600279996	0.792255246079644
ecg_db_patient_01	s0014lre	8	s0014lre_L8	13	-42066.1559176639	9.53912175072633	0.796947046791748
ecg_db_patient_01	s0014lre	8	s0014lre_L8	14	-41861.4345045564	9.53203070640364	0.79356783919598
ecg_db_patient_01	s0014lre	8	s0014lre_L8	15	-41718.071603844	9.52378780228151	0.790436100098482
ecg_db_patient_01	s0014lre	8	s0014lre_L8	16	-41485.2775708859	9.60368648947437	0.787769500770183
ecg_db_patient_01	s0014lre	8	s0014lre_L8	17	-40950.8058369055	9.63161168703506	0.776455645059468
ecg_db_patient_01	s0014lre	8	s0014lre_L8	18	-41814.5849926088	9.52428945811093	0.800190904270094
ecg_db_patient_01	s0014lre	9	s0014lre_L9	1	-32759.8003958518	9.10565816022111	0.688519986869018
ecg_db_patient_01	s0014lre	9	s0014lre_L9	2	-33032.5994209588	8.85336522418331	0.846312466856898
ecg_db_patient_01	s0014lre	9	s0014lre_L9	3	-33780.4611431949	8.86087808804078	0.848219489406833
ecg_db_patient_01	s0014lre	9	s0014lre_L9	4	-33122.6843142435	8.86772019431406	0.84667003358501
ecg_db_patient_01	s0014lre	9	s0014lre_L9	5	-33597.2517208293	8.85537389478847	0.851833539557082
ecg_db_patient_01	s0014lre	9	s0014lre_L9	6	-33436.1454117176	8.86986601813524	0.846035201131285
ecg_db_patient_01	s0014lre	9	s0014lre_L9	7	-33787.3228814861	8.85606893600681	0.852137572283528
ecg_db_patient_01	s0014lre	9	s0014lre_L9	8	-33434.0699409769	8.86665442731379	0.851631524456453
ecg_db_patient_01	s0014lre	9	s0014lre_L9	9	-33382.5225379712	8.86805383985611	0.846641751470922
ecg_db_patient_01	s0014lre	9	s0014lre_L9	10	-33312.2277739793	8.86847031250325	0.843036792000202
ecg_db_patient_01	s0014lre	9	s0014lre_L9	11	-33552.0274159364	8.86200187208185	0.846378121764602
ecg_db_patient_01	s0014lre	9	s0014lre_L9	12	-33551.99248903	8.86635472447976	0.84293022903462
ecg_db_patient_01	s0014lre	9	s0014lre_L9	13	-33350.3301671247	8.88978060023011	0.831447690714881
ecg_db_patient_01	s0014lre	9	s0014lre_L9	14	-33225.1688271266	8.86623752152785	0.850353273907225
ecg_db_patient_01	s0014lre	9	s0014lre_L9	15	-33459.1302527911	8.88628170673299	0.834313779955052
ecg_db_patient_01	s0014lre	9	s0014lre_L9	16	-33236.6753185587	8.82857018421182	0.844863513547638
ecg_db_patient_01	s0014lre	9	s0014lre_L9	17	-33327.5052458462	8.85078813407152	0.848907855862226
ecg_db_patient_01	s0014lre	9	s0014lre_L9	18	-33226.2693681223	8.92820696395675	0.841700462109543
ecg_db_patient_01	s0014lre	10	s0014lre_L10	1	-31181.4043838584	9.47994294608982	0.717551576980379
